Date,Open,High,Low,Close,Volume,Adj Close
8/6/2012,7.36,7.59,7.27,7.33,88400,7.33
8/3/2012,7.3,7.4,7.15,7.33,105100,7.33
8/2/2012,7.45,7.51,7.12,7.23,141200,7.23
8/1/2012,7.71,7.73,7.29,7.43,148500,7.43
7/31/2012,7.8,8.03,7.57,7.64,156000,7.64
7/30/2012,8.11,8.11,7.51,7.81,106100,7.81
7/27/2012,8.13,8.34,8.03,8.06,100600,8.06
7/26/2012,8.12,8.28,7.89,8.08,95300,8.08
7/25/2012,8.48,8.48,7.94,8.02,120000,8.02
7/24/2012,7.37,8.59,7.25,8.3,429500,8.3
7/23/2012,7.55,7.68,7.23,7.32,98500,7.32
7/20/2012,7.91,8.02,7.6,7.62,117900,7.62
7/19/2012,7.59,8.09,7.59,7.95,120100,7.95
7/18/2012,7.85,8.15,7.55,7.59,197600,7.59
7/17/2012,7.76,7.98,7.53,7.85,235200,7.85
7/16/2012,7.86,7.86,7.7,7.77,82800,7.77
7/13/2012,7.65,7.96,7.65,7.89,82600,7.89
7/12/2012,8.04,8.1,7.53,7.63,188400,7.63
7/11/2012,7.56,8.12,7.56,8.08,146000,8.08
7/10/2012,8.31,8.31,7.45,7.58,230600,7.58
7/9/2012,8.7,8.79,8.23,8.29,198400,8.29
7/6/2012,9.25,9.36,8.72,8.74,155900,8.74
7/5/2012,9.87,9.92,9.25,9.35,207500,9.35
7/3/2012,9.48,9.95,9.28,9.95,198300,9.95
7/2/2012,8.95,9.5,8.62,9.5,202200,9.5
6/29/2012,8.87,9,8.7,8.95,213300,8.95
6/28/2012,8.66,8.84,8.12,8.76,147100,8.76
6/27/2012,8.81,8.92,8.64,8.73,176100,8.73
6/26/2012,8.74,8.99,8.48,8.72,152000,8.72
6/25/2012,8.8,9,8.4,8.7,237600,8.7
6/22/2012,8.18,9,7.86,8.82,2650600,8.82
6/21/2012,8.16,8.25,7.92,8.13,382400,8.13
6/20/2012,8.31,8.44,8.08,8.2,284200,8.2
6/19/2012,7.66,8.31,7.37,8.26,399900,8.26
6/18/2012,7.18,7.74,7.08,7.69,188600,7.69
6/15/2012,7.05,7.35,6.97,7.19,157600,7.19
6/14/2012,6.81,7.13,6.67,7.01,253800,7.01
6/13/2012,6.54,6.85,6.51,6.79,227900,6.79
6/12/2012,6.68,6.71,6.34,6.56,353800,6.56
6/11/2012,7,7,6.5,6.66,158600,6.66
6/8/2012,7.78,7.78,6.81,6.82,407200,6.82
6/7/2012,7.87,7.87,7.53,7.58,196800,7.58
6/6/2012,7.86,7.9,7.56,7.74,240200,7.74
6/5/2012,8.06,8.41,7.54,7.79,268600,7.79
6/4/2012,8.67,8.67,7.53,7.6,344600,7.6
6/1/2012,9,9.07,8.4,8.61,250000,8.61
5/31/2012,8.85,9.5,8.8,9.05,992900,9.05
5/30/2012,8.77,8.85,8.5,8.81,213100,8.81
5/29/2012,9.3,9.32,8.73,8.8,173900,8.8
5/25/2012,9.29,9.3,8.93,9.2,188600,9.2
5/24/2012,9.31,9.31,9.05,9.31,216800,9.31
5/23/2012,9.16,9.3,8.76,9.29,400000,9.29
5/22/2012,10.12,10.5,9.66,9.93,191500,9.93
5/21/2012,10.03,10.38,9.84,10.13,155600,10.13
5/18/2012,11.14,11.22,9.83,9.95,141000,9.95
5/17/2012,10.97,11.25,10.1,11.16,237500,11.16
5/16/2012,10.87,11.58,10.5,11,248000,11
5/15/2012,10.6,10.94,10.02,10.87,354600,10.87
5/14/2012,9.31,10.64,9.18,9.89,205000,9.89
5/11/2012,9.06,9.45,8.9,8.95,110600,8.95
5/10/2012,9.24,9.24,8.95,9.12,133000,9.12
5/9/2012,9.32,9.32,9.07,9.19,110600,9.19
5/8/2012,9.27,9.63,9.02,9.48,177000,9.48
5/7/2012,9.15,9.46,8.9,9.38,202200,9.38
5/4/2012,9.46,9.55,9.12,9.24,149000,9.24
5/3/2012,9.69,9.82,9.5,9.52,134800,9.52
5/2/2012,9.73,9.78,9.32,9.65,110000,9.65
5/1/2012,9.85,10.26,9.69,9.75,119000,9.75
4/30/2012,10.04,10.53,9.8,9.8,109700,9.8
4/27/2012,9.77,10.08,9.51,9.95,123400,9.95
4/26/2012,9.96,10.12,9.74,9.77,136000,9.77
4/25/2012,10.13,10.49,9.9,10.01,210600,10.01
4/24/2012,10.04,10.17,9.77,10,117000,10
4/23/2012,10.66,10.66,9.96,10.06,208400,10.06
4/20/2012,11.71,11.95,10.74,10.75,135800,10.75
4/19/2012,11,11.66,10.92,11.38,133900,11.38
4/18/2012,11.52,11.52,10.45,11,193800,11
4/17/2012,11.68,12.1,11.52,11.54,143400,11.54
4/16/2012,12.05,12.05,11.13,11.56,252700,11.56
4/13/2012,12.05,12.05,11.82,11.94,134900,11.94
4/12/2012,12.08,12.24,11.85,12.09,155500,12.09
4/11/2012,11.15,12.4,11.15,12.11,247800,12.11
4/10/2012,10.58,11.15,10.3,10.86,322700,10.86
4/9/2012,11.14,11.14,10.04,10.57,135300,10.57
4/5/2012,11.01,11.38,10.76,11.01,124800,11.01
4/4/2012,12.08,12.08,10.81,11.01,158400,11.01
4/3/2012,12.77,13.09,12.09,12.33,182600,12.33
4/2/2012,13.39,13.42,12.81,12.97,206000,12.97
3/30/2012,13.22,13.71,12.86,13.37,191500,13.37
3/29/2012,13.42,13.75,12.65,13.45,658300,13.45
3/28/2012,12.59,13.9,12.59,13.51,591800,13.51
3/27/2012,11.99,12.9,11.32,12.46,371000,12.46
3/26/2012,11.3,12.14,11.18,11.6,306600,11.6
3/23/2012,10.79,11.25,10.08,11.24,262300,11.24
3/22/2012,9.28,11.09,9.25,10.76,265900,10.76
3/21/2012,9.26,9.52,8.76,9.35,80700,9.35
3/20/2012,9.22,9.3,8.94,9.17,71800,9.17
3/19/2012,9.2,9.5,8.98,9.3,165500,9.3
3/16/2012,9.2,9.2,9.05,9.14,141400,9.14
3/15/2012,9.2,9.35,8.84,9.21,127500,9.21
3/14/2012,9.56,9.56,9.14,9.22,106400,9.22
3/13/2012,9.08,9.59,8.89,9.56,212900,9.56
3/12/2012,9.35,9.35,8.91,9.08,169600,9.08
3/9/2012,8.88,9.5,8.73,9.39,162500,9.39
3/8/2012,8.45,8.75,8.11,8.75,98400,8.75
3/7/2012,8.55,8.62,8.18,8.45,75700,8.45
3/6/2012,7.73,8.74,7.65,8.51,401300,8.51
3/5/2012,8.4,8.44,7.51,7.65,173300,7.65
3/2/2012,8.54,8.69,8.25,8.46,89900,8.46
3/1/2012,8.75,8.99,8.5,8.59,161000,8.59
2/29/2012,9.02,9.19,8.65,8.7,183800,8.7
2/28/2012,9.72,9.93,8.98,9,204500,9
2/27/2012,10.59,10.59,9.53,9.67,144900,9.67
2/24/2012,10.47,10.89,10.44,10.59,68800,10.59
2/23/2012,9.99,10.5,9.82,10.44,73700,10.44
2/22/2012,10.13,10.25,9.67,9.98,120200,9.98
2/21/2012,11.12,11.35,10.11,10.11,113700,10.11
2/17/2012,12.4,12.4,11,11.08,70500,11.08
2/16/2012,11.96,12.36,11.96,12.32,70000,12.32
2/15/2012,12.22,12.34,11.91,11.99,168200,11.99
2/14/2012,12.48,12.49,12,12.16,86200,12.16
2/13/2012,12.16,12.48,12.06,12.23,79900,12.23
2/10/2012,12.7,12.73,11.6,12.02,155000,12.02
2/9/2012,13.1,13.1,12.7,12.85,37400,12.85
2/8/2012,12.85,13.15,12.82,13.01,146800,13.01
2/7/2012,12.53,12.89,12.25,12.83,124900,12.83
2/6/2012,12.55,12.71,12.3,12.51,109100,12.51
2/3/2012,12.8,12.97,12.51,12.66,93500,12.66
2/2/2012,12.8,13,12.27,12.74,84600,12.74
2/1/2012,12.02,12.52,11.84,12.45,41300,12.45
1/31/2012,12.09,12.65,12,12.33,174400,12.33
1/30/2012,12.31,12.31,11.8,12,99000,12
1/27/2012,13.02,13.19,11.94,12.81,67800,12.81
1/26/2012,11.92,13,11.26,13,126500,13
1/25/2012,11.56,11.93,10.75,11.62,79700,11.62
1/24/2012,11.05,11.89,10.95,11.7,50700,11.7
1/23/2012,10.8,11.25,10.4,11.1,85500,11.1
1/20/2012,10.38,10.7,10.08,10.69,78800,10.69
1/19/2012,10,10.49,9.77,10.36,62900,10.36
1/18/2012,10,10.58,9.84,10.49,79500,10.49
1/17/2012,10,10.61,10,10.07,136000,10.07
1/13/2012,9.23,10,9.09,9.98,81000,9.98
1/12/2012,9.17,9.7,9.02,9.35,74800,9.35
1/11/2012,9.23,9.23,8.94,9.05,57900,9.05
1/10/2012,9.17,9.25,8.95,9.25,53200,9.25
1/9/2012,9.22,9.23,8.91,9.03,86600,9.03
1/6/2012,9.2,9.25,9.11,9.23,52900,9.23
1/5/2012,9.16,9.25,8.88,9.23,49700,9.23
1/4/2012,9.15,9.91,9.1,9.22,101400,9.22
1/3/2012,10.37,10.37,9,9.2,103300,9.2
12/30/2011,9.25,10.18,8.88,10.18,142600,10.18
12/29/2011,8.79,9.82,8.67,9.17,137900,9.17
12/28/2011,9.65,9.65,8.81,8.85,146100,8.85
12/27/2011,10.25,10.25,9.5,9.74,82600,9.74
12/23/2011,10.17,10.78,9.68,10.47,77500,10.47
12/22/2011,10,10.47,10,10.06,69300,10.06
12/21/2011,10.9,10.9,9.15,10.19,237900,10.19
12/20/2011,11.13,11.21,10.68,11.09,84800,11.09
12/19/2011,10.91,11.36,10.73,10.79,72500,10.79
12/16/2011,11.47,11.47,10.4,10.83,125800,10.83
12/15/2011,13.17,13.5,11.18,11.49,55000,11.49
12/14/2011,10.11,11.32,10.06,11.26,80500,11.26
12/13/2011,12.01,12.01,10.79,10.88,64900,10.88
12/12/2011,13,13,11.79,11.94,88700,11.94
12/9/2011,12.26,13.27,11.72,12.79,59700,12.79
12/8/2011,13.13,13.44,11.93,12.18,69200,12.18
12/7/2011,13.66,13.76,12.57,13.21,59300,13.21
12/6/2011,14.2,14.67,13.51,13.66,34000,13.66
12/5/2011,15.31,15.45,13.84,14.07,107000,14.07
12/2/2011,16.89,16.89,15.05,15.14,39300,15.14
12/1/2011,16.49,17.95,16.36,16.79,28500,16.79
11/30/2011,17.08,17.71,16.26,17.58,92200,17.58
11/29/2011,18.39,18.39,15.85,16.52,135200,16.52
11/28/2011,16,17.5,16,17.49,92900,17.49
11/25/2011,15.03,15.68,15.03,15.64,20600,15.64
11/23/2011,15.23,15.74,15.06,15.16,65900,15.16
11/22/2011,14.92,15.56,14.55,15.22,63700,15.22
11/21/2011,14.87,15.74,14.45,14.84,92100,14.84
11/18/2011,14.99,16,14.4,15.21,43000,15.21
11/17/2011,15.14,15.95,14.95,14.97,29300,14.97
11/16/2011,14.81,15.75,14.81,15.14,45400,15.14
11/15/2011,14.87,15.37,14.85,14.91,33000,14.91
11/14/2011,15.6,15.87,14.76,14.92,86500,14.92
11/11/2011,15.41,16.95,15.11,15.66,56000,15.66
11/10/2011,16.54,17.37,16,16.4,41200,16.4
11/9/2011,16.74,17.13,16,16.32,62500,16.32
11/8/2011,16.28,17.22,15.87,17.17,61600,17.17
11/7/2011,15.68,16.53,15.62,16.2,37400,16.2
11/4/2011,15.7,15.92,15.51,15.7,19200,15.7
11/3/2011,15.96,16.2,15.4,15.98,65800,15.98
11/2/2011,15.87,16.25,15.56,15.79,114800,15.79
11/1/2011,16.18,16.18,15.25,15.55,90100,15.55
10/31/2011,18.5,18.5,16.04,16.53,67600,16.53
10/28/2011,19.24,19.24,18.4,18.83,40500,18.83
10/27/2011,17.9,19.87,17.72,19.24,161700,19.24
10/26/2011,16.35,17.57,16.31,17.36,147600,17.36
10/25/2011,15.92,16.25,15.71,16.15,73700,16.15
10/24/2011,15.01,16,15.01,15.83,99700,15.83
10/21/2011,16.02,16.02,14.88,15.5,124400,15.5
10/20/2011,16.95,16.95,15.75,15.86,46400,15.86
10/19/2011,16.72,16.99,16.5,16.86,46600,16.86
10/18/2011,15.94,16.68,15.69,16.56,95700,16.56
10/17/2011,16,16.22,15.6,16.14,28400,16.14
10/14/2011,15.96,16.25,15.54,16.08,76800,16.08
10/13/2011,15.58,15.87,15.16,15.7,108400,15.7
10/12/2011,15.72,15.92,14.88,15.58,110700,15.58
10/11/2011,14.74,15.33,14.74,15.16,126200,15.16
10/10/2011,16,16.44,14.39,14.97,253600,14.97
10/7/2011,17.49,17.49,15.43,15.73,75600,15.73
10/6/2011,16.35,17.56,16.04,16.91,223300,16.91
10/5/2011,17.44,17.44,15.85,16.37,154700,16.37
10/4/2011,16.71,17.89,15.73,17.41,156900,17.41
10/3/2011,20.28,20.48,16.41,16.71,209500,16.71
9/30/2011,21.13,21.49,20.03,20.74,1276100,20.74
9/29/2011,23.85,23.85,20.83,21.55,352000,21.55
9/28/2011,20.23,21.83,18.85,20.1,271300,20.1
9/27/2011,18.01,20.98,18.01,20.29,150000,20.29
9/26/2011,17.21,18,16.5,17.9,58100,17.9
9/23/2011,17.33,18,16.71,17.19,88100,17.19
9/22/2011,18.5,18.67,16.4,17.45,154100,17.45
9/21/2011,19.52,19.75,17.96,18.47,105600,18.47
9/20/2011,18.8,20.26,18.19,19.73,247700,19.73
9/19/2011,18.56,18.87,17.96,18.85,369400,18.85
9/16/2011,15.01,19.25,15.01,19.24,304900,19.24
9/15/2011,15.33,15.35,14.87,15.15,45100,15.15
9/14/2011,15.5,15.5,15,15.3,19300,15.3
9/13/2011,14.98,15.19,14.78,15.16,69000,15.16
9/12/2011,14.16,15.05,14.16,15,53100,15
9/9/2011,15.05,15.05,14.45,15.04,39100,15.04
9/8/2011,15.1,15.15,14.67,14.79,76000,14.79
9/7/2011,14.94,15,13,15,65100,15
9/6/2011,13.66,14.2,13.5,13.86,79000,13.86
9/2/2011,14.35,14.35,13.68,14.01,53700,14.01
9/1/2011,13.96,14.81,13.82,14.59,74200,14.59
8/31/2011,13.61,13.81,13.52,13.8,65100,13.8
8/30/2011,13.27,13.6,13.14,13.51,47900,13.51
8/29/2011,13.2,13.33,13.01,13.26,118400,13.26
8/26/2011,11,13.07,10.95,13.01,106600,13.01
8/25/2011,10.72,11.05,10.66,11.03,48700,11.03
8/24/2011,10.12,10.72,10.1,10.71,71900,10.71
8/23/2011,10.15,10.3,10,10.14,50100,10.14
8/22/2011,10.38,10.78,9.95,10.05,131600,10.05
8/19/2011,9.55,10.16,9.55,10.03,135100,10.03
8/18/2011,10,10.34,9.5,9.6,264300,9.6
8/17/2011,11.05,11.05,10.07,10.11,120200,10.11
8/16/2011,10.76,11.02,10.72,10.94,101700,10.94
8/15/2011,11.17,11.23,10.5,10.92,172800,10.92
8/12/2011,11.14,11.46,10.6,11.06,192100,11.06
8/11/2011,10.17,11.8,10.17,11,312800,11
8/10/2011,10.22,10.5,9.95,10.04,239000,10.04
8/9/2011,10.49,10.7,8.88,10.37,505300,10.37
8/8/2011,12.16,12.3,10.27,10.28,105700,10.28
8/5/2011,12.34,12.94,11.85,12.2,167300,12.2
8/4/2011,13.45,13.5,12,12.02,334200,12.02
8/3/2011,14.48,14.49,13.31,13.5,324000,13.5
8/2/2011,14.51,14.69,13.9,13.91,189600,13.91
8/1/2011,14.71,14.74,14.4,14.54,68300,14.54
7/29/2011,14.55,14.65,14.18,14.45,95700,14.45
7/28/2011,14.8,14.88,14.5,14.63,104900,14.63
7/27/2011,14.8,14.91,14.4,14.72,146000,14.72
7/26/2011,14.96,14.99,14.78,14.86,94800,14.86
7/25/2011,15.05,15.06,14.95,14.97,75800,14.97
7/22/2011,14.77,15.16,14.68,15.11,105300,15.11
7/21/2011,14.92,14.99,14.76,14.81,68600,14.81
7/20/2011,15.02,15.08,14.71,14.93,111800,14.93
7/19/2011,15.01,15.05,14.5,14.88,407100,14.88
7/18/2011,15.2,15.35,14.82,15.04,194400,15.04
7/15/2011,15.14,15.45,15.1,15.18,183500,15.18
7/14/2011,15.72,15.75,14.88,15.09,145000,15.09
7/13/2011,15.06,15.76,15.06,15.69,328800,15.69
7/12/2011,15,15.12,14.98,15.04,158900,15.04
7/11/2011,15.2,15.25,15,15.06,237300,15.06
7/8/2011,15.05,15.1,14.9,15.04,131300,15.04
7/7/2011,15.15,15.15,15,15.05,63000,15.05
7/6/2011,15.1,15.1,14.92,15,38200,15
7/5/2011,15.1,15.16,14.91,15.1,71400,15.1
7/1/2011,15.15,15.15,15,15.13,54000,15.13
6/30/2011,14.91,15.18,14.81,15.15,285000,15.15
6/29/2011,15.5,15.5,14.8,15.06,202600,15.06
6/28/2011,15.3,15.3,14.75,15.01,680400,15.01
6/27/2011,15.1,15.1,14.99,15.03,503100,15.03
6/24/2011,15,15.37,14.75,15,4576300,15
